unix,date,symbol,open,high,low,close,Volume BTC,Volume USDT,tradecount
1649790000000,2022-04-12 19:00:00,BTC/USDT,39667.85000000,39721.70000000,39261.39000000,39303.10000000,3111.24907000,122889291.69317640,60679
1649786400000,2022-04-12 18:00:00,BTC/USDT,40014.71000000,40056.52000000,39632.00000000,39667.85000000,2529.40412000,100635763.34657170,53278
1649782800000,2022-04-12 17:00:00,BTC/USDT,40097.23000000,40227.03000000,39940.02000000,40014.72000000,1921.53762000,76994641.82113910,43394
1649779200000,2022-04-12 16:00:00,BTC/USDT,40179.12000000,40376.80000000,39922.98000000,40097.23000000,2470.46725000,99076268.27343210,49712
1649775600000,2022-04-12 15:00:00,BTC/USDT,39990.38000000,40370.00000000,39959.21000000,40179.13000000,2422.61727000,97366305.40039120,47564
1649772000000,2022-04-12 14:00:00,BTC/USDT,40401.03000000,40436.31000000,39800.00000000,39990.39000000,3856.30400000,154444652.41467580,72825
1649768400000,2022-04-12 13:00:00,BTC/USDT,40618.37000000,40627.48000000,40154.99000000,40401.03000000,4269.32189000,172539550.85204860,71691
1649764800000,2022-04-12 12:00:00,BTC/USDT,40378.00000000,40699.00000000,40196.48000000,40618.37000000,5896.31434000,238730243.97774400,92285
1649761200000,2022-04-12 11:00:00,BTC/USDT,40150.00000000,40464.00000000,40105.00000000,40378.00000000,1985.98708000,80031334.94728830,45191
1649757600000,2022-04-12 10:00:00,BTC/USDT,40212.25000000,40273.24000000,40094.66000000,40149.99000000,1387.97695000,55770862.88918760,36791
1649754000000,2022-04-12 09:00:00,BTC/USDT,40182.02000000,40245.48000000,40016.09000000,40212.26000000,1472.44762000,59100925.59178080,34205
1649750400000,2022-04-12 08:00:00,BTC/USDT,40183.97000000,40344.60000000,40108.31000000,40182.03000000,2076.09475000,83479040.28385830,39754
1649746800000,2022-04-12 07:00:00,BTC/USDT,39935.24000000,40196.39000000,39866.31000000,40183.97000000,2746.76562000,110043688.28634960,43569
1649743200000,2022-04-12 06:00:00,BTC/USDT,40105.78000000,40186.36000000,39834.98000000,39935.23000000,2016.83778000,80704695.78577430,46828
1649739600000,2022-04-12 05:00:00,BTC/USDT,39921.18000000,40145.00000000,39870.71000000,40105.78000000,2447.21004000,97943048.78435820,51097
1649736000000,2022-04-12 04:00:00,BTC/USDT,39747.14000000,39950.00000000,39624.71000000,39921.19000000,2169.61794000,86330326.09112980,38724
1649732400000,2022-04-12 03:00:00,BTC/USDT,39489.99000000,39750.01000000,39478.73000000,39747.13000000,1654.82549000,65551801.98454940,35346
1649728800000,2022-04-12 02:00:00,BTC/USDT,39504.54000000,39550.48000000,39290.00000000,39490.00000000,1836.21963000,72386816.78728820,39127
1649725200000,2022-04-12 01:00:00,BTC/USDT,39544.32000000,39727.80000000,39408.16000000,39504.54000000,2077.08447000,82230221.36245990,42976
1649721600000,2022-04-12 00:00:00,BTC/USDT,39530.45000000,39852.95000000,39357.64000000,39544.31000000,3026.11925000,119965586.90414380,59584
1649718000000,2022-04-11 23:00:00,BTC/USDT,39766.39000000,39840.39000000,39372.35000000,39530.45000000,2173.79856000,86047531.87074790,42661
1649714400000,2022-04-11 22:00:00,BTC/USDT,39395.29000000,39978.62000000,39200.00000000,39766.39000000,3367.38574000,133616096.95939680,71732
1649710800000,2022-04-11 21:00:00,BTC/USDT,39838.26000000,39916.45000000,39275.68000000,39395.29000000,2737.45528000,108435122.38271680,72503
1649707200000,2022-04-11 20:00:00,BTC/USDT,39985.34000000,40269.60000000,39500.00000000,39838.26000000,4362.21223000,173779420.49249440,98022
1649703600000,2022-04-11 19:00:00,BTC/USDT,40509.97000000,40598.43000000,39770.35000000,39985.33000000,5230.21519000,209499114.74535530,104879
1649700000000,2022-04-11 18:00:00,BTC/USDT,40459.07000000,40520.45000000,40238.00000000,40509.98000000,1441.60443000,58216910.80950560,40224
1649696400000,2022-04-11 17:00:00,BTC/USDT,40764.79000000,40896.83000000,40250.00000000,40459.07000000,3270.42247000,132455872.41113060,72781
1649692800000,2022-04-11 16:00:00,BTC/USDT,40581.52000000,40832.55000000,40485.12000000,40764.79000000,3114.81231000,126638196.70502520,66332
1649689200000,2022-04-11 15:00:00,BTC/USDT,40803.86000000,40989.99000000,40560.00000000,40581.51000000,2062.39390000,84115312.36888780,48065
1649685600000,2022-04-11 14:00:00,BTC/USDT,41141.13000000,41220.90000000,40716.37000000,40803.87000000,2705.43168000,110700460.69397250,57735
1649682000000,2022-04-11 13:00:00,BTC/USDT,41145.45000000,41184.00000000,40684.80000000,41141.13000000,4059.87941000,166416054.05934020,76807
1649678400000,2022-04-11 12:00:00,BTC/USDT,41067.64000000,41246.61000000,40916.01000000,41145.46000000,2739.34023000,112640337.76599280,54928
1649674800000,2022-04-11 11:00:00,BTC/USDT,41595.98000000,41595.99000000,40968.11000000,41067.63000000,4229.29764000,174165916.89894320,77755
1649671200000,2022-04-11 10:00:00,BTC/USDT,41416.22000000,41646.55000000,41215.00000000,41595.99000000,4364.96597000,180853544.24459090,79760
1649667600000,2022-04-11 09:00:00,BTC/USDT,42200.00000000,42202.79000000,41392.80000000,41416.22000000,3808.12893000,159306306.98003750,79670
1649664000000,2022-04-11 08:00:00,BTC/USDT,42305.74000000,42350.00000000,42079.56000000,42200.00000000,1452.29216000,61309379.77224470,33911
1649660400000,2022-04-11 07:00:00,BTC/USDT,42249.99000000,42350.29000000,42161.45000000,42305.75000000,963.65274000,40732113.11781850,26752
1649656800000,2022-04-11 06:00:00,BTC/USDT,42287.61000000,42340.09000000,42153.80000000,42250.00000000,824.20199000,34820347.56231590,24723
1649653200000,2022-04-11 05:00:00,BTC/USDT,42259.44000000,42312.75000000,42183.50000000,42287.60000000,830.96408000,35119632.93401470,22704
1649649600000,2022-04-11 04:00:00,BTC/USDT,42111.21000000,42283.45000000,42084.56000000,42259.43000000,989.29185000,41721153.34579230,26888
1649646000000,2022-04-11 03:00:00,BTC/USDT,41929.33000000,42148.69000000,41828.74000000,42111.22000000,1326.16362000,55709583.38519140,36641
1649642400000,2022-04-11 02:00:00,BTC/USDT,42159.32000000,42225.77000000,41800.00000000,41929.34000000,3752.11732000,157485910.35375600,69743
1649638800000,2022-04-11 01:00:00,BTC/USDT,42303.26000000,42414.71000000,42153.06000000,42159.32000000,1029.59676000,43534852.46547730,31663
1649635200000,2022-04-11 00:00:00,BTC/USDT,42158.85000000,42394.71000000,41755.00000000,42303.26000000,2724.82272000,114719900.69029620,69045
1649631600000,2022-04-10 23:00:00,BTC/USDT,42111.93000000,42434.51000000,41980.28000000,42158.85000000,2288.70673000,96630636.18539330,50899
1649628000000,2022-04-10 22:00:00,BTC/USDT,42706.71000000,42740.88000000,41868.00000000,42111.94000000,4409.45383000,186304594.62461350,98139
1649624400000,2022-04-10 21:00:00,BTC/USDT,43101.23000000,43198.20000000,42654.93000000,42706.00000000,1103.88956000,47448185.71561100,33428
1649620800000,2022-04-10 20:00:00,BTC/USDT,43235.77000000,43410.30000000,43101.19000000,43101.23000000,924.48097000,40027024.77985810,29074
1649617200000,2022-04-10 19:00:00,BTC/USDT,43107.61000000,43290.00000000,43075.00000000,43235.77000000,645.97898000,27899186.23026780,27088
1649613600000,2022-04-10 18:00:00,BTC/USDT,43103.61000000,43258.83000000,43080.00000000,43107.60000000,863.39192000,37269455.21792100,25407
1649610000000,2022-04-10 17:00:00,BTC/USDT,42784.43000000,43310.15000000,42784.43000000,43103.62000000,2448.37291000,105414044.70100310,52041
1649606400000,2022-04-10 16:00:00,BTC/USDT,42747.48000000,42799.00000000,42659.64000000,42784.43000000,745.74316000,31873546.05454600,24736
1649602800000,2022-04-10 15:00:00,BTC/USDT,42698.38000000,42776.77000000,42650.02000000,42747.47000000,651.20995000,27822732.71076790,22558
1649599200000,2022-04-10 14:00:00,BTC/USDT,42575.54000000,42748.08000000,42541.50000000,42698.38000000,647.81139000,27634042.60485010,23701
1649595600000,2022-04-10 13:00:00,BTC/USDT,42589.99000000,42663.68000000,42525.44000000,42575.53000000,563.57179000,24003107.78725320,22319
1649592000000,2022-04-10 12:00:00,BTC/USDT,42680.35000000,42850.00000000,42525.00000000,42590.00000000,1188.11992000,50708142.45664470,29354
1649588400000,2022-04-10 11:00:00,BTC/USDT,42530.00000000,42715.84000000,42517.01000000,42680.36000000,614.98094000,26210574.31382480,19946
1649584800000,2022-04-10 10:00:00,BTC/USDT,42523.94000000,42563.62000000,42433.49000000,42530.00000000,592.10781000,25163073.94575260,20104
1649581200000,2022-04-10 09:00:00,BTC/USDT,42642.55000000,42655.94000000,42489.01000000,42523.95000000,630.29251000,26814886.45680740,22155
1649577600000,2022-04-10 08:00:00,BTC/USDT,42633.59000000,42716.75000000,42564.20000000,42642.54000000,513.84297000,21915570.11229930,19788
1649574000000,2022-04-10 07:00:00,BTC/USDT,42785.33000000,42796.01000000,42575.40000000,42633.59000000,568.83472000,24263505.58262380,19499
1649570400000,2022-04-10 06:00:00,BTC/USDT,42656.70000000,42793.21000000,42645.50000000,42785.32000000,439.85009000,18788645.16162080,17730
1649566800000,2022-04-10 05:00:00,BTC/USDT,42740.86000000,42799.00000000,42650.00000000,42656.70000000,471.15811000,20128451.76649870,18404
1649563200000,2022-04-10 04:00:00,BTC/USDT,42785.72000000,42791.24000000,42706.35000000,42740.86000000,345.20871000,14758827.49808440,16970
1649559600000,2022-04-10 03:00:00,BTC/USDT,42833.03000000,42891.91000000,42775.74000000,42785.72000000,507.09099000,21710726.09865160,19587
1649556000000,2022-04-10 02:00:00,BTC/USDT,42767.22000000,42896.64000000,42731.10000000,42833.03000000,507.70146000,21726269.40127500,20601
1649552400000,2022-04-10 01:00:00,BTC/USDT,42632.31000000,42786.02000000,42597.90000000,42767.23000000,489.67289000,20915292.79652210,20040
1649548800000,2022-04-10 00:00:00,BTC/USDT,42753.96000000,42776.62000000,42591.00000000,42632.32000000,609.62172000,26029215.29825020,25415
1649545200000,2022-04-09 23:00:00,BTC/USDT,42543.42000000,42800.00000000,42488.23000000,42753.97000000,1075.30723000,45889601.97615680,30337
1649541600000,2022-04-09 22:00:00,BTC/USDT,42558.06000000,42634.88000000,42501.31000000,42543.42000000,439.09087000,18693342.58838110,18922
1649538000000,2022-04-09 21:00:00,BTC/USDT,42423.18000000,42584.49000000,42390.00000000,42558.06000000,425.13616000,18063585.63251440,19529
1649534400000,2022-04-09 20:00:00,BTC/USDT,42511.95000000,42638.00000000,42423.18000000,42423.18000000,419.45489000,17846424.64593690,21083
1649530800000,2022-04-09 19:00:00,BTC/USDT,42467.82000000,42583.90000000,42448.11000000,42511.94000000,609.09460000,25897791.61609590,22146
1649527200000,2022-04-09 18:00:00,BTC/USDT,42575.67000000,42631.69000000,42454.62000000,42467.82000000,436.61166000,18564449.28108700,20834
1649523600000,2022-04-09 17:00:00,BTC/USDT,42445.65000000,42613.80000000,42410.00000000,42575.67000000,694.01053000,29525599.23201480,23939
1649520000000,2022-04-09 16:00:00,BTC/USDT,42253.02000000,42522.57000000,42183.60000000,42445.64000000,1228.98827000,52098940.56534750,30962
1649516400000,2022-04-09 15:00:00,BTC/USDT,42459.99000000,42466.91000000,42158.67000000,42260.77000000,1331.57722000,56346983.21487810,38699
1649512800000,2022-04-09 14:00:00,BTC/USDT,42456.86000000,42500.20000000,42361.01000000,42460.00000000,892.78165000,37875025.09089670,30913
1649509200000,2022-04-09 13:00:00,BTC/USDT,42506.34000000,42519.29000000,42445.72000000,42456.86000000,576.52790000,24493241.15486360,23252
1649505600000,2022-04-09 12:00:00,BTC/USDT,42445.09000000,42522.44000000,42397.39000000,42506.35000000,707.57097000,30042376.37313290,26663
1649502000000,2022-04-09 11:00:00,BTC/USDT,42480.56000000,42540.00000000,42434.36000000,42445.10000000,580.50260000,24657158.36294220,23734
1649498400000,2022-04-09 10:00:00,BTC/USDT,42443.11000000,42485.44000000,42322.72000000,42480.56000000,584.01232000,24774335.85366800,26058
1649494800000,2022-04-09 09:00:00,BTC/USDT,42463.50000000,42485.44000000,42397.66000000,42443.11000000,475.82385000,20193684.14438110,21277
1649491200000,2022-04-09 08:00:00,BTC/USDT,42481.08000000,42509.04000000,42372.54000000,42463.51000000,594.39467000,25228182.90470500,24592
1649487600000,2022-04-09 07:00:00,BTC/USDT,42440.01000000,42515.00000000,42364.25000000,42481.09000000,596.68457000,25323402.74825140,24675
1649484000000,2022-04-09 06:00:00,BTC/USDT,42586.04000000,42601.84000000,42399.72000000,42440.00000000,606.86637000,25790191.48868670,24191
1649480400000,2022-04-09 05:00:00,BTC/USDT,42406.82000000,42640.00000000,42406.01000000,42586.04000000,721.25421000,30661581.09814460,25257
1649476800000,2022-04-09 04:00:00,BTC/USDT,42380.00000000,42560.99000000,42341.79000000,42406.82000000,849.16273000,36047523.48363810,27166
1649473200000,2022-04-09 03:00:00,BTC/USDT,42180.00000000,42439.22000000,42125.48000000,42380.00000000,1000.62984000,42337677.71317650,31559
1649469600000,2022-04-09 02:00:00,BTC/USDT,42433.40000000,42448.16000000,42160.63000000,42180.00000000,894.66743000,37841048.62546790,32634
1649466000000,2022-04-09 01:00:00,BTC/USDT,42435.03000000,42466.87000000,42294.33000000,42433.40000000,748.41319000,31719276.40993760,30296
1649462400000,2022-04-09 00:00:00,BTC/USDT,42252.02000000,42455.66000000,42160.00000000,42435.02000000,1403.09674000,59363162.40947280,41512
1649458800000,2022-04-08 23:00:00,BTC/USDT,42300.98000000,42370.06000000,42107.14000000,42252.01000000,1518.61759000,64102157.78544690,47854
1649455200000,2022-04-08 22:00:00,BTC/USDT,42563.36000000,42660.03000000,42241.00000000,42300.99000000,1803.83308000,76484868.69490910,56493
1649451600000,2022-04-08 21:00:00,BTC/USDT,42798.75000000,42862.06000000,42450.88000000,42563.36000000,997.61688000,42587910.66350960,37404
1649448000000,2022-04-08 20:00:00,BTC/USDT,42730.84000000,42870.70000000,42532.96000000,42798.74000000,1269.49201000,54238491.00296690,38769
1649444400000,2022-04-08 19:00:00,BTC/USDT,42957.56000000,43192.67000000,42657.50000000,42730.84000000,1959.31305000,84077506.85262060,51021
1649440800000,2022-04-08 18:00:00,BTC/USDT,43004.37000000,43320.76000000,42414.00000000,42957.57000000,4995.30505000,213661934.62815690,102311
1649437200000,2022-04-08 17:00:00,BTC/USDT,43433.71000000,43457.18000000,42801.26000000,43004.38000000,3040.57954000,130780624.53973570,72218
1649433600000,2022-04-08 16:00:00,BTC/USDT,43648.01000000,43714.97000000,43395.90000000,43433.71000000,1490.41591000,64955545.07141490,43736
1649430000000,2022-04-08 15:00:00,BTC/USDT,43750.15000000,43961.99000000,43587.23000000,43648.01000000,2407.37189000,105448381.73026750,57439
1649426400000,2022-04-08 14:00:00,BTC/USDT,42906.66000000,43846.15000000,42888.80000000,43750.14000000,3948.19621000,171568001.01058110,85726
1649422800000,2022-04-08 13:00:00,BTC/USDT,43151.75000000,43193.90000000,42751.01000000,42906.67000000,3636.19827000,156170177.00563940,83886
1649419200000,2022-04-08 12:00:00,BTC/USDT,43298.79000000,43417.96000000,43079.05000000,43151.75000000,1713.44905000,74133805.94196900,44904
1649415600000,2022-04-08 11:00:00,BTC/USDT,43558.51000000,43561.37000000,43260.76000000,43298.79000000,1880.17355000,81578556.58909150,50458
1649412000000,2022-04-08 10:00:00,BTC/USDT,43588.72000000,43621.85000000,43500.10000000,43558.51000000,887.95801000,38674913.12025900,29195
1649408400000,2022-04-08 09:00:00,BTC/USDT,43700.33000000,43772.45000000,43499.83000000,43588.73000000,1233.32916000,53826030.59172340,35105
1649404800000,2022-04-08 08:00:00,BTC/USDT,43763.53000000,43970.62000000,43650.00000000,43700.33000000,2334.89149000,102290616.86317590,51759
1649401200000,2022-04-08 07:00:00,BTC/USDT,43573.45000000,43780.32000000,43416.74000000,43763.52000000,1556.40290000,67792611.04917740,36222
1649397600000,2022-04-08 06:00:00,BTC/USDT,43654.30000000,43672.53000000,43484.28000000,43573.45000000,1187.43884000,51740448.82661050,29421
1649394000000,2022-04-08 05:00:00,BTC/USDT,43543.03000000,43678.20000000,43476.97000000,43654.30000000,659.14366000,28739599.97707320,22472
1649390400000,2022-04-08 04:00:00,BTC/USDT,43605.95000000,43659.83000000,43491.46000000,43543.02000000,509.97862000,22220740.48037310,22500
1649386800000,2022-04-08 03:00:00,BTC/USDT,43615.63000000,43691.83000000,43550.00000000,43605.96000000,547.45765000,23883522.90752140,23229
1649383200000,2022-04-08 02:00:00,BTC/USDT,43607.61000000,43694.15000000,43566.38000000,43615.63000000,772.47903000,33701577.98387550,25501
1649379600000,2022-04-08 01:00:00,BTC/USDT,43327.47000000,43647.92000000,43310.00000000,43607.61000000,1021.10737000,44445320.92334090,28518
1649376000000,2022-04-08 00:00:00,BTC/USDT,43444.20000000,43527.36000000,43305.57000000,43327.46000000,1004.29322000,43596627.37187230,31995
1649372400000,2022-04-07 23:00:00,BTC/USDT,43629.72000000,43750.00000000,43425.22000000,43444.19000000,1084.24711000,47275657.18689370,34674
1649368800000,2022-04-07 22:00:00,BTC/USDT,43520.07000000,43635.24000000,43466.64000000,43629.73000000,800.61276000,34867925.17137780,26725
1649365200000,2022-04-07 21:00:00,BTC/USDT,43567.35000000,43596.30000000,43208.00000000,43520.07000000,954.30979000,41430837.46544190,32986
1649361600000,2022-04-07 20:00:00,BTC/USDT,43388.93000000,43600.06000000,43376.23000000,43567.36000000,714.68054000,31084399.48734590,23136
1649358000000,2022-04-07 19:00:00,BTC/USDT,43702.96000000,43772.52000000,43375.36000000,43388.92000000,1261.65436000,54962630.74768230,33162
1649354400000,2022-04-07 18:00:00,BTC/USDT,43657.68000000,43819.99000000,43514.01000000,43702.95000000,1635.98052000,71427353.73552800,41133
1649350800000,2022-04-07 17:00:00,BTC/USDT,43494.00000000,43695.12000000,43472.05000000,43657.68000000,1634.74431000,71287148.92045410,40257
1649347200000,2022-04-07 16:00:00,BTC/USDT,43331.82000000,43497.28000000,43266.68000000,43494.00000000,1567.91119000,68051116.24963570,41108
1649343600000,2022-04-07 15:00:00,BTC/USDT,43420.69000000,43572.81000000,43024.86000000,43331.81000000,2804.13397000,121386102.98149870,64043
1649340000000,2022-04-07 14:00:00,BTC/USDT,43659.98000000,43781.97000000,43352.98000000,43420.69000000,2109.61707000,91821913.27715590,54974
1649336400000,2022-04-07 13:00:00,BTC/USDT,43554.97000000,43683.86000000,43330.09000000,43659.98000000,2268.17802000,98687304.91187350,54789
1649332800000,2022-04-07 12:00:00,BTC/USDT,43766.75000000,43900.99000000,43551.74000000,43554.97000000,1631.63551000,71364417.34220040,48304
1649329200000,2022-04-07 11:00:00,BTC/USDT,43409.74000000,43834.52000000,43302.01000000,43766.74000000,2809.47051000,122519029.49140600,61133
1649325600000,2022-04-07 10:00:00,BTC/USDT,43457.98000000,43484.27000000,43328.99000000,43409.73000000,954.90136000,41461602.99812510,28586
1649322000000,2022-04-07 09:00:00,BTC/USDT,43521.92000000,43521.93000000,43269.50000000,43457.98000000,1191.87092000,51728703.34155580,33897
1649318400000,2022-04-07 08:00:00,BTC/USDT,43445.34000000,43553.14000000,43421.31000000,43521.92000000,964.22773000,41921718.12127610,29063
1649314800000,2022-04-07 07:00:00,BTC/USDT,43380.94000000,43545.74000000,43366.01000000,43445.33000000,1246.42515000,54201118.77499620,36341
1649311200000,2022-04-07 06:00:00,BTC/USDT,43399.99000000,43497.63000000,43300.00000000,43380.94000000,929.11382000,40329037.25211720,29198
1649307600000,2022-04-07 05:00:00,BTC/USDT,43395.57000000,43465.18000000,43225.00000000,43399.99000000,1217.55336000,52754542.64797660,32440
1649304000000,2022-04-07 04:00:00,BTC/USDT,43294.04000000,43494.48000000,43210.47000000,43395.57000000,1169.59279000,50716114.61805140,35709
1649300400000,2022-04-07 03:00:00,BTC/USDT,43350.92000000,43409.96000000,43157.00000000,43294.04000000,1255.75246000,54366097.62230140,37793
1649296800000,2022-04-07 02:00:00,BTC/USDT,43374.97000000,43430.00000000,43120.14000000,43350.91000000,1226.51086000,53068882.61395310,37920
1649293200000,2022-04-07 01:00:00,BTC/USDT,42894.30000000,43410.16000000,42868.81000000,43374.97000000,2224.96790000,96002994.39113250,54870
1649289600000,2022-04-07 00:00:00,BTC/USDT,43170.47000000,43559.09000000,42727.35000000,42894.30000000,3738.44955000,161162837.31005200,87575
1649286000000,2022-04-06 23:00:00,BTC/USDT,43511.33000000,43609.56000000,43121.00000000,43170.47000000,2146.73361000,93040536.48312320,55042
1649282400000,2022-04-06 22:00:00,BTC/USDT,43845.81000000,43865.27000000,43484.71000000,43511.33000000,1126.17817000,49209015.11152400,38432
1649278800000,2022-04-06 21:00:00,BTC/USDT,43877.45000000,43999.00000000,43792.47000000,43845.82000000,977.96036000,42922013.33040170,34672
1649275200000,2022-04-06 20:00:00,BTC/USDT,43754.56000000,44041.10000000,43725.34000000,43877.45000000,1353.94246000,59428204.04470450,40980
1649271600000,2022-04-06 19:00:00,BTC/USDT,43837.64000000,43973.01000000,43527.09000000,43754.57000000,2766.10858000,120992795.45305000,57823
1649268000000,2022-04-06 18:00:00,BTC/USDT,43815.28000000,44298.61000000,43177.11000000,43837.63000000,6483.66757000,283579137.27757340,120247
1649264400000,2022-04-06 17:00:00,BTC/USDT,43781.30000000,43940.38000000,43393.74000000,43815.28000000,3205.11503000,139918888.76585900,78058
1649260800000,2022-04-06 16:00:00,BTC/USDT,44168.36000000,44274.80000000,43566.01000000,43781.30000000,3986.53099000,174792625.99964010,86396
1649257200000,2022-04-06 15:00:00,BTC/USDT,44258.99000000,44305.39000000,43705.64000000,44168.35000000,3945.39906000,173725624.68410470,80525
1649253600000,2022-04-06 14:00:00,BTC/USDT,44165.90000000,44496.97000000,43769.17000000,44258.99000000,6039.95689000,266392036.72724680,118706
1649250000000,2022-04-06 13:00:00,BTC/USDT,44751.00000000,44965.83000000,44130.12000000,44165.90000000,4798.23749000,213519780.08309250,99560
1649246400000,2022-04-06 12:00:00,BTC/USDT,44819.19000000,44999.99000000,44670.01000000,44751.00000000,2355.35781000,105621553.35811120,57465
1649242800000,2022-04-06 11:00:00,BTC/USDT,45072.54000000,45114.27000000,44665.91000000,44819.19000000,3700.53654000,166070146.26624700,80428
1649239200000,2022-04-06 10:00:00,BTC/USDT,45330.19000000,45453.94000000,45008.02000000,45072.53000000,1997.85052000,90332735.09365160,50772
1649235600000,2022-04-06 09:00:00,BTC/USDT,45366.85000000,45393.25000000,45205.01000000,45330.20000000,842.65329000,38170351.29919030,31935
1649232000000,2022-04-06 08:00:00,BTC/USDT,45276.04000000,45399.28000000,45177.48000000,45366.85000000,1214.65814000,55005753.16427830,37775
1649228400000,2022-04-06 07:00:00,BTC/USDT,45464.27000000,45507.14000000,45233.59000000,45276.04000000,1262.25479000,57308764.88267740,33428
1649224800000,2022-04-06 06:00:00,BTC/USDT,45374.99000000,45482.50000000,45251.43000000,45464.26000000,1327.43298000,60234732.14122190,33918
1649221200000,2022-04-06 05:00:00,BTC/USDT,45335.34000000,45444.83000000,45302.00000000,45375.00000000,735.96483000,33386180.40328540,29672
1649217600000,2022-04-06 04:00:00,BTC/USDT,45215.88000000,45375.38000000,45119.00000000,45335.34000000,875.62253000,39644022.28595600,33783
1649214000000,2022-04-06 03:00:00,BTC/USDT,45220.86000000,45289.48000000,45139.93000000,45215.88000000,736.20798000,33291081.18921630,29315
1649210400000,2022-04-06 02:00:00,BTC/USDT,45188.87000000,45368.29000000,45150.00000000,45220.87000000,848.14718000,38400788.92195210,30834
1649206800000,2022-04-06 01:00:00,BTC/USDT,45005.88000000,45365.48000000,44963.13000000,45188.86000000,1677.29334000,75787088.06808430,57392
1649203200000,2022-04-06 00:00:00,BTC/USDT,45497.54000000,45506.67000000,44412.00000000,45005.88000000,6445.51922000,289870845.85620010,154754
1649199600000,2022-04-05 23:00:00,BTC/USDT,45854.50000000,45885.70000000,45353.81000000,45497.55000000,1844.92296000,84175304.63478860,46846
1649196000000,2022-04-05 22:00:00,BTC/USDT,45953.56000000,46050.22000000,45790.72000000,45854.49000000,767.40231000,35242364.30337590,30191
1649192400000,2022-04-05 21:00:00,BTC/USDT,45877.97000000,45958.81000000,45744.52000000,45953.55000000,893.79551000,40994071.27283370,33049
1649188800000,2022-04-05 20:00:00,BTC/USDT,46032.49000000,46107.58000000,45627.42000000,45877.97000000,1643.51855000,75395039.17471340,50452
1649185200000,2022-04-05 19:00:00,BTC/USDT,45893.04000000,46050.00000000,45457.89000000,46032.50000000,3496.10832000,159898250.30237240,69623
1649181600000,2022-04-05 18:00:00,BTC/USDT,45969.01000000,45987.19000000,45867.36000000,45893.04000000,827.14477000,37996242.41836200,31445
1649178000000,2022-04-05 17:00:00,BTC/USDT,45928.97000000,46191.00000000,45896.61000000,45969.01000000,2260.56843000,104030373.83654710,46883
1649174400000,2022-04-05 16:00:00,BTC/USDT,45763.73000000,46022.33000000,45600.00000000,45928.96000000,2288.19097000,104883496.39206240,58151
1649170800000,2022-04-05 15:00:00,BTC/USDT,45820.00000000,45920.39000000,45667.40000000,45763.72000000,2203.25121000,100893646.93514950,53463
1649167200000,2022-04-05 14:00:00,BTC/USDT,46423.91000000,46466.13000000,45754.39000000,45820.00000000,5785.47439000,266171485.47128370,99470
1649163600000,2022-04-05 13:00:00,BTC/USDT,46767.99000000,46861.53000000,46333.00000000,46423.92000000,3580.82842000,166558189.93448880,78774
1649160000000,2022-04-05 12:00:00,BTC/USDT,46683.37000000,47200.00000000,46676.00000000,46767.99000000,3726.58321000,174949389.39760240,83544
1649156400000,2022-04-05 11:00:00,BTC/USDT,46648.71000000,46740.00000000,46560.69000000,46683.37000000,869.06378000,40546178.25670560,28930
1649152800000,2022-04-05 10:00:00,BTC/USDT,46571.42000000,46680.50000000,46522.52000000,46648.71000000,1587.17444000,73959279.46199750,32340
1649149200000,2022-04-05 09:00:00,BTC/USDT,46665.88000000,46703.99000000,46558.80000000,46571.41000000,1464.89769000,68282689.91360620,31109
1649145600000,2022-04-05 08:00:00,BTC/USDT,46710.00000000,46737.89000000,46561.92000000,46665.89000000,925.32366000,43151192.25385840,29569
1649142000000,2022-04-05 07:00:00,BTC/USDT,46609.29000000,46742.50000000,46567.67000000,46709.99000000,801.32796000,37398989.24332410,27503
1649138400000,2022-04-05 06:00:00,BTC/USDT,46700.00000000,46754.76000000,46549.82000000,46609.29000000,825.93973000,38537958.61684320,27487
1649134800000,2022-04-05 05:00:00,BTC/USDT,46770.00000000,46833.06000000,46699.00000000,46699.99000000,711.54241000,33273313.42052310,24368
1649131200000,2022-04-05 04:00:00,BTC/USDT,46645.83000000,46884.49000000,46617.77000000,46770.01000000,1367.20325000,63920652.31655390,32396
1649127600000,2022-04-05 03:00:00,BTC/USDT,46626.01000000,46777.77000000,46594.27000000,46645.82000000,840.28456000,39205856.48869480,28953
1649124000000,2022-04-05 02:00:00,BTC/USDT,46632.23000000,46759.79000000,46555.55000000,46626.00000000,1080.19918000,50385740.26432340,29392
1649120400000,2022-04-05 01:00:00,BTC/USDT,46512.01000000,46694.66000000,46451.78000000,46632.24000000,885.83959000,41248631.31075720,29420
1649116800000,2022-04-05 00:00:00,BTC/USDT,46580.50000000,46649.42000000,46412.62000000,46512.01000000,1516.16322000,70569857.30874250,42722
1649113200000,2022-04-04 23:00:00,BTC/USDT,46666.67000000,46890.71000000,46547.25000000,46580.51000000,1894.37376000,88466909.25412180,47630
1649109600000,2022-04-04 22:00:00,BTC/USDT,46449.07000000,46856.35000000,46372.05000000,46666.67000000,1841.99003000,85835097.76721620,52843
1649106000000,2022-04-04 21:00:00,BTC/USDT,46307.51000000,46588.85000000,46177.49000000,46449.06000000,2177.02783000,101112607.53667270,53415
1649102400000,2022-04-04 20:00:00,BTC/USDT,45925.77000000,46377.84000000,45626.02000000,46307.50000000,4249.00509000,195553414.38548870,65211
